,filename,mainSound,length,sampleRate,quality,isCut,isMixed,isChecked,threat,salience,importance
386,102871-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
387,39856-5-0-24,exterior,4.0,44100,7,1,0,0,0,4,0
388,24347-8-0-32,siren,4.0,48000,7,1,0,0,8,9,9
389,104421-2-0-7,human,4.0,44100,7,1,0,0,0,5,0
390,2-146877-A-31,interior,5.0,44100,7,1,0,1,0,4,0
391,52077-3-0-8,animal,4.0,44100,7,1,0,0,4,5,4
392,3-166422-A-11,natural,5.0,44100,7,1,0,1,0,4,0
393,3vY9TXRwM_c_180,siren,10.0,16000,3,0,1,1,6,9,9
394,1-27165-A-35,interior,5.0,44100,7,1,0,1,0,7,0
395,24347-8-0-42,siren,4.0,48000,7,1,0,0,8,9,9
396,46668-4-0-1,exterior,4.0,48000,7,1,0,0,0,6,0
397,50901-0-1-1,interior,4.0,44100,7,1,0,0,2,5,0
398,38236-3-2-2,animal,4.0,44100,7,1,0,0,4,5,4
399,4-207116-A-23,human,5.0,44100,7,1,0,0,0,5,0
400,-ab9rbF2it4_100,siren,10.0,16000,3,0,1,1,6,8,9
401,3-158056-B-31,interior,5.0,44100,7,1,0,1,0,6,0
402,0AJeisb7_wQ_30,siren,10.0,16000,3,0,1,1,8,9,9
403,165454-0-0-4,interior,4.0,48000,7,1,0,0,2,5,0
404,40717-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
405,95549-3-0-6,animal,4.0,44100,7,1,0,0,4,5,4
406,189988-0-0-2,interior,4.0,44100,7,1,0,0,2,5,0
407,88121-8-0-0,siren,4.0,48000,7,1,0,0,8,9,9
408,14115-4-0-0,exterior,2.13,44100,7,1,0,0,0,6,0
409,4-156227-A-9,animal,5.0,44100,7,1,0,0,2,5,0
410,74723-3-0-1,animal,4.0,44100,7,1,0,0,4,5,4
411,5-51149-A-25,human,5.0,44100,7,1,0,0,0,5,0
412,55018-0-0-49,interior,4.0,44100,7,1,0,0,2,5,0
413,101848-9-0-2,exterior,4.0,44100,7,1,0,0,0,5,0
414,157867-8-0-8,siren,4.0,44100,7,1,0,0,8,9,9
415,157867-8-0-17,siren,4.0,44100,7,1,0,0,8,9,9
416,3-118059-A-18,natural,5.0,44100,7,1,0,1,0,4,0
417,196079-2-0-0,human,2.39,44100,7,1,0,0,0,5,0
418,123688-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
419,184805-0-0-27,interior,4.0,44100,7,1,0,0,2,5,0
420,38231-3-2-0,animal,4.0,44100,7,1,0,0,4,5,4
421,173891-9-0-10,exterior,4.0,44100,7,1,0,0,0,5,0
422,3-127874-A-17,natural,5.0,44100,7,1,0,1,0,3,0
423,24347-8-0-81,siren,4.0,48000,7,1,0,0,8,9,9
424,3-164688-A-38,interior,5.0,44100,7,1,0,1,0,5,0
425,34952-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
426,3-170015-A-0,animal,5.0,44100,7,1,0,1,2,5,0
427,184805-0-0-81,interior,4.0,44100,7,1,0,0,2,5,0
428,77770-9-0-6,exterior,4.0,24000,7,1,0,0,0,5,0
429,30832-3-5-1,animal,4.0,44100,7,1,0,0,4,5,4
430,49312-2-0-7,human,4.0,44100,7,1,0,0,0,5,0
431,117181-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
432,5-242490-A-14,natural,5.0,44100,7,1,0,0,2,3,2
433,189981-0-0-2,interior,4.0,44100,7,1,0,0,2,5,0
434,24347-8-0-49,siren,4.0,48000,7,1,0,0,8,9,9
435,2-139749-A-15,natural,5.0,44100,7,1,0,1,0,3,0
436,138031-2-0-22,human,4.0,48000,7,1,0,0,0,5,0
437,102853-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
438,4-251645-B-49,exterior,5.0,44100,7,1,0,0,2,5,5
439,55018-0-0-37,interior,4.0,44100,7,1,0,0,2,5,0
440,111671-8-0-16,siren,4.0,48000,7,1,0,0,8,9,9
441,08bVSqAKJiM_60,siren,10.00025,16000,3,0,1,1,8,9,9
442,2-106015-B-44,exterior,5.0,44100,7,1,0,1,0,4,1
443,5-198891-B-8,animal,5.0,44100,7,1,0,0,2,5,0
444,42117-8-0-2,siren,4.0,44100,7,1,0,0,8,9,9
445,105289-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
446,5-208030-A-0,animal,5.0,44100,7,1,0,0,2,5,0
447,102857-5-0-19,exterior,4.0,44100,7,1,0,0,0,4,0
448,157866-8-0-11,siren,4.0,44100,7,1,0,0,8,9,9
449,196062-2-0-0,human,2.41,44100,7,1,0,0,0,5,0
450,5-251426-A-30,interior,5.0,44100,7,1,0,0,0,7,0
451,79584-3-1-2,animal,4.0,24000,7,1,0,0,4,5,4
452,165454-0-0-11,interior,4.0,48000,7,1,0,0,2,5,0
453,187377-4-0-0,exterior,4.0,22050,7,1,0,0,0,6,0
454,121286-0-0-12,interior,4.0,48000,7,1,0,0,2,5,0
455,2-118459-B-32,interior,5.0,44100,7,1,0,1,0,6,0
456,77766-9-0-5,exterior,4.0,24000,7,1,0,0,0,5,0
457,5-213836-D-9,animal,5.0,44100,7,1,0,0,2,5,0
458,47160-0-0-2,interior,4.0,48000,7,1,0,0,2,5,0
459,74364-8-1-1,siren,4.0,44100,7,1,0,0,8,9,9
460,33641-3-8-0,animal,2.28,44100,7,1,0,0,4,5,4
461,73524-0-0-5,interior,4.0,44100,7,1,0,0,2,5,0
462,104327-2-0-3,human,4.0,48000,7,1,0,0,0,5,0
463,-3oUmjZ4b9o_50,siren,10.0,16000,3,0,1,1,6,8,9
464,165166-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
465,68080-7-0-2,exterior,4.0,44100,7,1,0,0,2,8,0
466,27349-3-0-2,animal,4.0,44100,7,1,0,0,4,5,4
467,94636-8-0-20,siren,4.0,44100,7,1,0,0,8,9,9
468,88121-8-1-0,siren,1.1,48000,7,1,0,0,8,9,9
469,5-207811-A-35,interior,5.0,44100,7,1,0,0,0,7,0
470,4-172180-A-32,interior,5.0,44100,7,1,0,0,0,7,0
471,74677-0-0-105,interior,4.0,44100,7,1,0,0,2,5,0
472,2-119161-A-8,animal,5.0,44100,7,1,0,1,0,5,0
473,50629-4-1-3,exterior,4.0,44100,7,1,0,0,0,6,0
474,34952-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
475,22601-8-0-54,siren,4.0,48000,7,1,0,0,8,9,9
476,1-79236-A-36,interior,5.0,44100,7,1,0,1,0,7,0
477,72221-3-4-7,animal,4.0,44100,7,1,0,0,4,5,4
478,157867-8-0-27,siren,4.0,44100,7,1,0,0,8,9,9
479,138031-2-0-2,human,4.0,48000,7,1,0,0,0,5,0
480,-AwaisiFQjY_70,siren,10.0,16000,3,0,1,1,6,5,7
481,156869-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
482,61791-9-1-1,exterior,4.0,44100,7,1,0,0,0,5,0
483,100852-0-0-27,interior,4.0,44100,7,1,0,0,2,5,0
484,39SAZ_biV-M_0,siren,10.000625,16000,3,0,1,1,6,9,9
485,103199-4-2-11,exterior,4.0,44100,7,1,0,0,0,6,0
486,13230-0-0-6,interior,4.0,44100,7,1,0,0,2,5,0
487,90014-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
488,30204-0-0-2,interior,4.0,44100,7,1,0,0,2,5,0
489,1-75162-A-9,animal,5.0,44100,7,1,0,1,0,5,0
490,0YXD5OGJPfc_0,siren,7.082125,16000,3,0,1,1,8,9,9
491,46299-2-0-0,human,4.0,44100,7,1,0,0,0,5,0
492,1-51805-D-33,interior,5.0,44100,7,1,0,1,0,7,0
493,46669-4-0-4,exterior,4.0,48000,7,1,0,0,0,6,0
494,74726-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
495,24347-8-0-45,siren,4.0,48000,7,1,0,0,8,9,9
496,3-155556-A-31,interior,5.0,44100,7,1,0,1,0,4,0
497,E8wij2OkxyQ_30,siren,10.0,16000,3,0,1,1,6,9,9
498,74364-8-1-9,siren,4.0,44100,7,1,0,0,8,9,9
499,44831-3-0-0,animal,4.0,44100,7,1,0,0,4,5,4
500,0nVx-NkDH2k_30,siren,10.0,16000,3,0,1,1,8,9,9
501,171243-9-0-49,exterior,4.0,44100,7,1,0,0,0,5,0
502,186334-2-0-1,human,4.0,44100,7,1,0,0,0,5,0
503,54898-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
504,73524-0-0-114,interior,4.0,44100,7,1,0,0,2,5,0
505,142003-2-0-24,human,4.0,48000,7,1,0,0,0,5,0
506,149370-9-0-37,exterior,4.0,44100,7,1,0,0,0,5,0
507,1-30214-A-18,natural,5.0,44100,7,1,0,1,0,3,0
508,126153-9-0-0,exterior,4.0,44100,7,1,0,0,0,5,0
509,88569-2-0-54,human,4.0,44100,7,1,0,0,0,5,0
510,2-72688-A-42,siren,5.0,44100,7,1,0,1,8,9,9
511,2-106881-A-39,interior,5.0,44100,7,1,0,1,4,9,9
512,15564-2-0-1,human,4.0,44100,7,1,0,0,0,5,0
513,123688-8-2-0,siren,4.0,44100,7,1,0,0,8,9,9
514,78360-4-0-15,exterior,4.0,24000,7,1,0,0,0,6,0
515,74364-8-1-17,siren,4.0,44100,7,1,0,0,8,9,9
516,13579-2-0-16,human,4.0,44100,7,1,0,0,0,5,0
517,5-156999-B-19,natural,5.0,44100,7,1,0,0,2,3,2
518,74677-0-0-134,interior,4.0,44100,7,1,0,0,2,5,0
519,133473-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
520,3-155312-A-0,animal,5.0,44100,7,1,0,1,6,6,3
521,2-120218-A-30,interior,5.0,44100,7,1,0,1,0,4,0
522,09XH9huI1iU_0,siren,9.10225,16000,3,0,1,1,8,9,9
523,17578-5-0-24,exterior,4.0,44100,7,1,0,0,0,4,0
524,57323-8-0-8,siren,4.0,44100,7,1,0,0,8,9,9
525,52882-2-0-6,human,4.0,44100,7,1,0,0,0,5,0
526,74507-0-0-14,interior,4.0,44100,7,1,0,0,2,5,0
527,74850-9-0-22,exterior,4.0,44100,7,1,0,0,0,5,0
528,-92omiHkXQE_500,siren,10.0,16000,3,0,1,1,6,8,9
529,1-38560-A-14,human,5.0,44100,7,1,0,1,0,5,0
530,3-216281-A-39,interior,5.0,44100,7,1,0,1,0,7,0
531,2-117625-A-10,natural,5.0,44100,7,1,0,1,0,2,0
532,93567-8-0-12,siren,4.0,44100,7,1,0,0,8,9,9
533,157868-8-0-2,siren,4.0,44100,7,1,0,0,8,9,9
534,94636-8-0-21,siren,4.0,44100,7,1,0,0,8,9,9
535,157867-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
536,118278-4-0-6,exterior,4.0,48000,7,1,0,0,0,6,0
537,57320-0-0-39,interior,4.0,44100,7,1,0,0,2,5,0
538,103199-4-7-2,exterior,4.0,44100,7,1,0,0,0,6,0
539,29936-3-2-0,animal,2.1777097505668936,44100,7,1,0,0,4,5,4
540,-htXuLUEglY_30,emergency_vehicle,10.0,16000,3,0,1,1,4,9,8
541,089a2UWj08U_10,siren,10.0,16000,3,0,1,1,8,9,9
542,75743-0-0-23,interior,4.0,44100,7,1,0,0,2,5,0
543,105289-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
544,4-177250-A-10,natural,5.0,44100,7,1,0,0,2,3,2
545,1-91359-A-11,natural,5.0,44100,7,1,0,1,0,3,0
546,2-109371-A-16,natural,5.0,44100,7,1,0,1,0,3,0
547,134717-0-0-20,interior,4.0,44100,7,1,0,0,2,5,0
548,1-54505-A-21,human,5.0,44100,7,1,0,1,0,5,0
549,34621-4-24-0,exterior,1.0454875283446712,44100,7,1,0,0,0,6,0
550,107357-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
551,22973-3-0-1,animal,4.0,44100,7,1,0,0,4,5,4
552,30204-0-0-11,interior,4.0,44100,7,1,0,0,2,5,0
553,71529-4-1-3,exterior,4.0,44100,7,1,0,0,0,6,0
554,3-134699-A-16,natural,5.0,44100,7,1,0,1,0,1,0
555,2-118964-A-0,animal,5.0,44100,7,1,0,1,8,9,9
556,3-197435-B-22,human,5.0,44100,7,1,0,1,0,5,0
557,1-51170-A-18,natural,5.0,44100,7,1,0,1,0,3,0
558,118279-8-0-3,siren,4.0,48000,7,1,0,0,8,9,9
559,74726-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
560,128607-4-0-1,exterior,4.0,96000,7,1,0,0,0,6,0
561,189989-0-0-0,interior,4.0,44100,7,1,0,0,2,5,0
562,7383-3-1-0,animal,4.0,44100,7,1,0,0,4,5,4
563,75743-0-0-14,interior,4.0,44100,7,1,0,0,2,5,0
564,196084-2-0-0,human,4.0,44100,7,1,0,0,0,5,0
565,74507-0-0-16,interior,4.0,44100,7,1,0,0,2,5,0
566,4-164064-C-1,animal,5.0,44100,7,1,0,0,2,5,0
567,133090-2-0-76,human,4.0,44100,7,1,0,0,0,5,0
568,196384-9-0-15,exterior,4.0,44100,7,1,0,0,0,5,0
569,98681-9-0-11,exterior,4.0,44100,7,1,0,0,0,5,0
570,9223-2-0-15,human,4.0,44100,7,1,0,0,0,5,0
571,5-254832-A-15,natural,5.0,44100,7,1,0,0,2,3,2
572,93567-8-0-10,siren,4.0,44100,7,1,0,0,8,9,9
573,2-65484-A-18,natural,5.0,44100,7,1,0,1,0,5,0
574,90014-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
575,4-215635-A-34,interior,5.0,44100,7,1,0,0,0,7,0
576,54898-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
577,74677-0-0-69,interior,4.0,44100,7,1,0,0,2,5,0
578,44737-5-0-3,exterior,4.0,44100,7,1,0,0,0,4,0
579,5-214869-A-9,animal,5.0,44100,7,1,0,0,2,5,0
580,74726-8-0-16,siren,4.0,44100,7,1,0,0,8,9,9
581,4-170078-A-1,animal,5.0,44100,7,1,0,0,2,5,0
582,4-187504-B-17,natural,5.0,44100,7,1,0,0,2,3,2
583,151149-2-0-12,human,4.0,44100,7,1,0,0,0,5,0
584,107357-8-0-5,siren,4.0,44100,7,1,0,0,8,9,9
585,8HEAEalSnno_490,siren,10.0,16000,3,0,1,1,6,9,9
586,185800-4-2-1,exterior,4.0,44100,7,1,0,0,0,6,0
587,082Xop2Twaw_10,siren,10.0,16000,3,0,1,1,8,9,9
588,9223-2-0-17,human,4.0,44100,7,1,0,0,0,5,0
589,125678-7-1-2,exterior,4.0,44100,7,1,0,0,2,8,0
590,-q_H846XdLg_10,siren,10.0,16000,3,0,1,1,8,9,9
591,99180-9-0-36,exterior,4.0,8000,7,1,0,0,0,5,0
592,4-213915-B-3,animal,5.0,44100,7,1,0,0,2,5,0
593,0ilyR36z-M4_10,siren,10.0,16000,3,0,1,1,8,9,9
594,106905-8-0-2,siren,4.0,44100,7,1,0,0,8,9,9
595,121285-0-0-6,interior,4.0,48000,7,1,0,0,2,5,0
596,3-164120-A-11,natural,5.0,44100,7,1,0,1,0,3,2
597,2-104105-A-19,natural,5.0,44100,7,1,0,1,4,6,6
598,125678-7-2-3,exterior,4.0,44100,7,1,0,0,2,8,0
599,57553-3-1-0,animal,2.25,48000,7,1,0,0,4,5,4
600,-u59WqAjEbs_190,exterior,10.0,16000,3,0,1,1,0,3,0
601,90846-8-0-0,siren,1.32,44100,7,1,0,0,8,9,9
602,4-195707-A-13,natural,5.0,44100,7,1,0,0,2,3,2
603,4-204777-B-39,interior,5.0,44100,7,1,0,0,0,7,0
604,C3qZuY0JRXY_40,siren,10.0,16000,3,0,1,1,6,9,9
605,143651-2-0-63,human,4.0,44100,7,1,0,0,0,5,0
606,185709-0-0-4,interior,4.0,48000,7,1,0,0,2,5,0
607,30206-7-0-28,exterior,4.0,44100,7,1,0,0,2,8,0
608,189023-0-0-12,interior,4.0,48000,7,1,0,0,2,5,0
609,2-74977-A-18,natural,5.0,44100,7,1,0,1,0,3,0
610,84143-2-0-12,human,4.0,48000,7,1,0,0,0,5,0
611,-eXpYZ1Gz9Y_30,siren,10.0,16000,3,0,1,1,6,8,7
612,2-102414-E-17,natural,5.0,44100,7,1,0,1,0,3,0
613,24347-8-0-68,siren,4.0,48000,7,1,0,0,8,9,9
614,3-129678-A-13,natural,5.0,44100,7,1,0,1,0,2,0
615,201988-5-0-8,exterior,4.0,44100,7,1,0,0,0,4,0
616,179096-3-0-9,animal,4.0,48000,7,1,0,0,4,5,4
617,83502-0-0-10,interior,4.0,44100,7,1,0,0,2,5,0
618,82368-2-0-1,human,4.0,44100,7,1,0,0,0,5,0
619,173994-3-0-3,animal,4.0,96000,7,1,0,0,4,5,4
620,39857-5-5-0,exterior,4.0,44100,7,1,0,0,0,4,0
621,100852-0-0-16,interior,4.0,44100,7,1,0,0,2,5,0
622,24347-8-0-76,siren,4.0,48000,7,1,0,0,8,9,9
623,CDDLR8w2Nn8_60,siren,10.0,16000,3,0,1,1,6,9,9
624,24347-8-0-27,siren,4.0,48000,7,1,0,0,8,9,9
625,0pMmmz_4JG0_140,siren,10.0,16000,3,0,1,1,8,9,9
626,5-223810-A-35,interior,5.0,44100,7,1,0,0,0,7,0
627,2-32834-A-4,animal,5.0,44100,7,1,0,1,0,8,0
628,3-115382-A-44,exterior,5.0,44100,7,1,0,1,6,6,7
629,37dY3mT7F9U_40,siren,10.0,16000,3,0,1,1,8,9,9
630,178826-2-0-12,human,4.0,48000,7,1,0,0,0,5,0
631,54898-8-0-6,siren,4.0,44100,7,1,0,0,8,9,9
632,105029-7-1-2,exterior,4.0,44100,7,1,0,0,2,8,0
633,61503-2-0-0,human,4.0,11025,7,1,0,0,0,5,0
634,2-139748-B-15,natural,5.0,44100,7,1,0,1,0,3,0
635,118279-8-0-7,siren,4.0,48000,7,1,0,0,8,9,9
636,118279-8-0-4,siren,4.0,48000,7,1,0,0,8,9,9
637,1-100210-B-36,interior,5.0,44100,7,1,0,1,0,7,0
638,GLHUNDaGGwg_30,siren,10.0,16000,3,0,1,1,6,9,9
639,3dH8M2NLNTk_30,siren,10.0,16000,3,0,1,1,8,9,9
640,157867-8-0-25,siren,4.0,44100,7,1,0,0,8,9,9
641,180125-4-2-13,exterior,4.0,44100,7,1,0,0,0,6,0
642,4-187504-A-17,natural,5.0,44100,7,1,0,0,2,3,2
643,105289-8-2-6,siren,4.0,44100,7,1,0,0,8,9,9
644,2-125966-A-11,natural,5.0,44100,7,1,0,1,0,3,0
645,60591-2-0-4,human,4.0,44100,7,1,0,0,0,5,0
646,118440-4-4-0,exterior,0.97,44100,7,1,0,0,0,6,0
647,157866-8-0-14,siren,4.0,44100,7,1,0,0,8,9,9
648,1-7456-A-13,natural,5.0,44100,7,1,0,1,0,3,0
649,416LXKQCpQg_110,siren,10.0,16000,3,0,1,1,6,9,9
650,93567-8-0-8,siren,4.0,44100,7,1,0,0,8,9,9
651,4-161519-A-19,natural,5.0,44100,7,1,0,0,2,3,2
652,164053-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
653,203913-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
654,5-221528-A-39,interior,5.0,44100,7,1,0,0,0,7,0
655,95549-3-0-20,animal,4.0,44100,7,1,0,0,4,5,4
656,22601-8-0-8,siren,4.0,48000,7,1,0,0,8,9,9
657,165039-7-17-0,exterior,4.0,44100,7,1,0,0,2,8,0
658,22aQBSPKFbM_180,siren,10.0,16000,3,0,1,1,6,9,9
659,203913-8-1-4,siren,4.0,44100,7,1,0,0,8,9,9
660,2-99955-C-7,animal,5.0,44100,7,1,0,1,0,3,0
661,58857-2-0-25,human,4.0,44100,7,1,0,0,0,5,0
662,39857-5-3-0,exterior,3.5466439909297054,44100,7,1,0,0,0,4,0
663,49808-3-1-22,animal,4.0,44100,7,1,0,0,4,5,4
664,189982-0-0-13,interior,4.0,44100,7,1,0,0,2,5,0
665,2-85945-A-18,natural,5.0,44100,7,1,0,1,0,3,0
666,24347-8-0-28,siren,4.0,48000,7,1,0,0,8,9,9
667,55020-4-0-12,exterior,4.0,44100,7,1,0,0,0,6,0
668,24347-8-0-18,siren,4.0,48000,7,1,0,0,8,9,9
669,124389-8-1-4,siren,4.0,44100,7,1,0,0,8,9,9
670,4-135439-A-18,natural,5.0,44100,7,1,0,1,0,4,0
671,62837-7-1-46,exterior,4.0,44100,7,1,0,0,2,8,0
672,74364-8-1-4,siren,4.0,44100,7,1,0,0,8,9,9
673,4-172377-A-17,natural,5.0,44100,7,1,0,0,2,3,2
674,135160-8-0-10,siren,4.0,16000,7,1,0,0,8,9,9
675,203913-8-1-3,siren,4.0,44100,7,1,0,0,8,9,9
676,5-216214-A-13,natural,5.0,44100,7,1,0,0,2,3,2
677,173994-3-0-44,animal,4.0,96000,7,1,0,0,4,5,4
678,2-132157-B-11,natural,5.0,44100,7,1,0,1,0,3,2
679,130961-4-5-5,exterior,4.0,44100,7,1,0,0,0,6,0
680,117181-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
681,196088-2-0-0,human,2.14,44100,7,1,0,0,0,5,0
682,3-144827-A-11,natural,5.0,44100,7,1,0,1,2,2,2
683,117181-8-0-12,siren,4.0,44100,7,1,0,0,8,9,9
684,4iYEmP6r4J8_30,siren,10.0,16000,3,0,1,1,6,9,9
685,1-260640-C-2,animal,5.0,44100,7,1,0,1,2,5,0
686,75490-8-1-0,siren,4.0,44100,7,1,0,0,8,9,9
687,111386-5-0-5,exterior,4.0,44100,7,1,0,0,0,4,0
688,73524-0-0-113,interior,4.0,44100,7,1,0,0,2,5,0
689,94020-8-0-0,siren,2.2288888888888887,44100,7,1,0,0,8,9,9
690,164797-2-0-8,human,4.0,48000,7,1,0,0,0,5,0
691,124389-8-1-9,siren,4.0,44100,7,1,0,0,8,9,9
692,-DXUMMSmd-A_20,siren,10.0,16000,3,0,1,1,7,7,8
693,22883-7-44-0,exterior,4.0,48000,7,1,0,0,2,8,0
694,1lz52K4W9rM_30,siren,10.0,16000,3,0,1,1,6,9,9
695,20841-3-3-0,animal,1.158798185941043,44100,7,1,0,0,4,5,4
696,94636-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
697,5-181766-A-10,natural,5.0,44100,7,1,0,0,2,3,2
698,5-192191-A-19,natural,5.0,44100,7,1,0,0,2,3,2
699,2-109371-B-16,natural,5.0,44100,7,1,0,1,0,3,0
700,69598-4-7-0,exterior,4.0,44100,7,1,0,0,0,6,0
701,49313-2-0-10,human,4.0,44100,7,1,0,0,0,5,0
702,109263-9-0-34,exterior,4.0,48000,7,1,0,0,0,5,0
703,-cbYvBBXE6A_12,siren,10.0,16000,3,0,1,1,2,2,4
704,187110-2-0-30,human,4.0,44100,7,1,0,0,0,5,0
705,2-166644-B-2,animal,5.0,44100,7,1,0,1,2,5,4
706,102871-8-0-11,siren,4.0,44100,7,1,0,0,8,9,9
707,06_z9D9PemI_30,siren,10.0,16000,3,0,1,1,8,9,9
708,73524-0-0-73,interior,4.0,44100,7,1,0,0,2,5,0
709,159761-0-0-2,interior,4.0,44100,7,1,0,0,2,5,0
710,78360-4-0-14,exterior,4.0,24000,7,1,0,0,0,6,0
711,1-49098-A-35,interior,5.0,44100,7,1,0,1,0,7,0
712,137969-2-0-55,human,4.0,44100,7,1,0,0,0,5,0
713,78360-4-0-0,exterior,4.0,24000,7,1,0,0,0,6,0
714,2-32515-D-4,animal,5.0,44100,7,1,0,1,0,8,0
715,165166-8-0-4,siren,4.0,44100,7,1,0,0,8,9,9
716,111671-8-0-21,siren,4.0,48000,7,1,0,0,8,9,9
717,178825-2-0-62,human,4.0,48000,7,1,0,0,0,5,0
718,5-182404-A-18,natural,5.0,44100,7,1,0,0,2,3,2
719,1-23094-A-15,natural,5.0,44100,7,1,0,1,0,3,0
720,2-70939-A-42,siren,5.0,44100,7,1,0,1,8,9,9
721,166101-5-0-1,exterior,4.0,44100,7,1,0,0,0,4,0
722,73524-0-0-30,interior,4.0,44100,7,1,0,0,2,5,0
723,85569-0-0-6,interior,4.0,48000,7,1,0,0,2,5,0
724,167701-4-1-0,exterior,1.109251700680272,44100,7,1,0,0,0,6,0
725,62878-8-0-0,siren,4.0,48000,7,1,0,0,8,9,9
726,21187-5-0-0,exterior,1.22,44100,7,1,0,0,0,4,0
727,100652-3-0-0,animal,4.0,44100,7,1,0,0,4,5,4
728,-AFASmp1fpk_6,siren,9.07775,16000,3,0,1,1,7,7,8
729,2-138257-A-31,interior,5.0,44100,7,1,0,1,0,4,0
730,57323-8-0-7,siren,4.0,44100,7,1,0,0,8,9,9
731,1-1791-A-26,human,5.0,44100,7,1,0,1,0,5,0
732,-9_xB_Jgx3k_5,siren,10.0,16000,3,0,1,1,6,9,6
733,3zYnLDTa-RQ_10,siren,10.0,16000,3,0,1,1,8,9,9
734,4-218199-A-35,interior,5.0,44100,7,1,0,0,0,7,0
735,1-35687-A-38,interior,5.0,44100,7,1,0,1,0,7,0
736,5-256512-A-30,animal,5.0,44100,7,1,0,0,2,5,0
737,121286-0-0-1,interior,4.0,48000,7,1,0,0,2,5,0
738,192123-2-0-23,human,4.0,44100,7,1,0,0,0,5,0
739,71177-8-0-0,siren,4.0,44100,7,1,0,0,8,9,9
740,39968-9-0-173,exterior,4.0,44100,7,1,0,0,0,5,0
741,22601-8-0-30,siren,4.0,48000,7,1,0,0,8,9,9
742,156869-8-0-3,siren,4.0,44100,7,1,0,0,8,9,9
743,1-24524-C-19,natural,5.0,44100,7,1,0,1,6,7,7
744,0DUjd7oRW20_0,siren,7.8019375,16000,3,0,1,1,8,9,9
745,-Nc_WkxjQuc_30,siren,10.0,16000,3,0,1,1,7,8,7
746,1-30709-B-23,human,5.0,44100,7,1,0,1,0,5,0
747,22601-8-0-24,siren,4.0,48000,7,1,0,0,8,9,9
748,98681-9-0-6,exterior,4.0,44100,7,1,0,0,0,5,0
749,111671-8-0-3,siren,4.0,48000,7,1,0,0,8,9,9
750,3-197408-B-8,animal,5.0,44100,7,1,0,1,0,5,0
751,105289-8-1-1,siren,4.0,44100,7,1,0,0,8,9,9
752,5-212736-A-17,natural,5.0,44100,7,1,0,0,2,3,2
753,204773-3-9-0,animal,4.0,48000,7,1,0,0,4,5,4
754,123688-8-1-1,siren,4.0,44100,7,1,0,0,8,9,9
755,1-100210-A-36,interior,5.0,44100,7,1,0,1,0,7,0
756,3-246513-B-16,natural,5.0,44100,7,1,0,1,0,2,0
757,151877-5-1-0,exterior,4.0,44100,7,1,0,0,0,4,0
758,6QebKObX1Ak_10,siren,10.0,16000,3,0,1,1,6,9,9
759,3-170377-A-38,interior,5.0,44100,7,1,0,1,0,6,0
760,3-145387-A-29,human,5.0,44100,7,1,0,1,0,3,0
761,3-129338-A-13,natural,5.0,44100,7,1,0,1,0,2,0
762,96657-8-0-2,siren,4.0,44100,7,1,0,0,8,9,9
763,187863-4-0-0,exterior,4.0,16000,7,1,0,0,0,6,0
764,162103-0-0-12,interior,4.0,44100,7,1,0,0,2,5,0
765,0012y1s1bJI_350,siren,10.0,16000,3,0,1,1,8,9,9
766,167701-4-2-0,exterior,1.1462585034013606,44100,7,1,0,0,0,6,0
767,157695-3-0-8,animal,4.0,44100,7,1,0,0,4,5,4
768,-8uyNBFbdFc_40,siren,10.0,16000,3,0,1,1,7,8,8
769,15564-2-0-2,human,4.0,44100,7,1,0,0,0,5,0
770,2-110613-A-13,natural,5.0,44100,7,1,0,1,0,1,0
771,40717-8-0-1,siren,4.0,44100,7,1,0,0,8,9,9
772,125678-7-0-1,exterior,4.0,44100,7,1,0,0,2,8,0
773,100852-0-0-20,interior,4.0,44100,7,1,0,0,2,5,0
774,02Ay01wlhbY_0,siren,8.603,16000,3,0,1,1,8,9,9
775,3-110913-B-7,animal,5.0,44100,7,1,0,1,0,5,0
776,1-30344-A-0,animal,5.0,44100,7,1,0,1,5,5,0
